medicine_name,mfg_name,comp_id
VOZIN 5MG TAB,QUEST PHARMA,7676
WELZIN 5MG TAB,FORMAN MEDICS PVT LTD,7676
WINCIT 5MG TAB,SYSWIN PHARMACEUTICALS PVT LTD,7676
WINCET L TAB,WINCARE REMEDIES,7676
XANCET TAB,XANTHO LIFE SCIENCES,7676
XENACET 5MG TAB,XENA CORONUS HEALTHCARE PVT LTD,7676
XENOCET TAB,ORCHID,7676
XEVOR 5MG TAB,ABBOTT,7676
XLEV 5MG TAB,LA MED INDIA,7676
XYZAL 5MG TAB,DR REDDYS LABORATORIES LTD,7676
XYZAL 5MG CP TAB,DR REDDYS LABORATORIES LTD,7676
XYZAC 5MG TAB,UNICHEM,7676
YANGCET 5MG TAB,ZYNOVIA LIFECARE,7676
YELTEC 5MG TAB,YAMI PHARMA,7676
YENTI 5MG TAB,CUBIT HEALTHCARE,7676
YFI 5MG TAB,SYNDICATE LIFE SCIENCES,7676
YORCET 5MG TAB,BIOFIELD PHARMA,7676
ZACRA 5MG TAB,ACEKINETICS HEALTHCARE,7676
ZALL 5MG TAB,MINOVA LIFESCIENCES,7676
ZANICET 5MG TAB,ZANEY PHARMA INNOVATION,7676
ZARLET 5MG TAB,IZAR HEALTHCARE,7676
ZATROCET 5MG TAB,ZATROPHA PHARMA,7676
ZECET 5MG TAB,ZEPHON LIFESCIENCES,7676
ZEEZ TAB,AKESISS PHARMA PVT LTD,7676
ZELOCET 5MG TAB,ZYLIG LIFESCIENCES,7676
ZENCET 5MG TAB,HALLMARK FORMULATIONS,7676
ZENOM 5MG TAB,MARS INDIA,7676
ZENOVER 5MG TAB,EVERSHINE LIFESCIENCES PVT LTD,7676
ZEROLER 5MG TAB,INTAG REMEDIES,7676
ZETLE 5MG TAB,BIOCUTE LIFE CARE,7676
ZETRIO 5MG TAB,AMERICAN BIOCARE,7676
ZET L 5MG TAB,AMERICAN BIOCARE,7676
ZEZAL 5MG TAB,ERNST PHARMACIA,7676
ZIDLAM 5MG TAB,ZIDWELL HEALTHCARE,7676
ZILO 5MG TAB,NICHOLAS PIRAMAL,7676
ZINOCET L TAB,PHARMA REMEDIES,7676
ZINTOVIN 5MG TAB,INTEGRAL LIFESCIENCES,7676
ZINTOLEAF 5MG TAB,LIFE VISION HEALTHCARE,7676
ZIN OD TAB,MED MANOR ORGANICS PVT LTD,7676
ZIPCET TAB,ZYDUS HEALTHCARE LTD,7676
ZIRLON L 5MG TAB,WAVES BIOTECH,7676
ZIVACET 5MG TAB,GLENHAWK LIFESCIENCES,7676
ZOCET TAB,AGIO PHARMACEUTICALS LTD,7676
TRICET 5MG TAB,MEFRO PHARMA,7676
TRILERT L TAB,TRIGENESIS LIFESCIENCES,7676
TRILIV 5MG TAB,MEFRO PHARMA,7676
TRINZY 5MG TAB,ODDIANT FORMULATIONS,7676
TRULEVO 5MG TAB,BIOTIC HEALTHCARE,7676
TRUZINE TAB,ARMOUR REMEDIES IND LTD,7676
TRZ 5MG TAB,NORDIC PHARMA LTD,7676
TWIST 5MG TAB,APPLE BIOTECH,7676
UCOCETRY L TAB,SMAYAN HEALTHCARE PRIVATE LIMITED,7676
ULERZINE TAB,STRIVEO HEALTHCARE PVT LTD,7676
UPMONT 5MG TAB,ASTEMAX BIOTECH,7676
URTIGON 5MG TAB,BUSHRA BIOTECH PVT LTD,7676
URTI 5MG TAB,RAVES PHARMACEUTICALS PVT LTD,7676
UVNIL 5MG TAB,TORRENT PHARMACEUTICALS LTD,7676
TEVOL 5MG TAB,BLUBELL PHARMA,7676
THERMAL TAB,APEX LABORATORIES PVT LTD,7676
THEXA 5MG TAB,INNATE BIOTECH PVT LTD,7676
TIMKEN 5MG TAB,ORION BIOTECH PVT LTD,7676
TINCET 5MG TAB,TREATWELL BIOTECH,7676
TIVACET L TAB,ZENTIVA,7676
TOPAL 5MG TAB,NOVUS LIFE SCIENCES PVT LTD,7676
TOPKIND 5MG TAB,SOLITAIRE PHARMACIA PVT LTD,7676
TOPZIN 5MG TAB,SUNWIN HEALTHCARE PVT LTD,7676
SUHIT 5MG TAB,RAMOSE LABORATORIES PVT LTD,7676
SUNLET 5MG TAB,UNIBIOTECH HEALTH CARE PVT LTD,7676
SUPERCET 5MG TAB,CARE FORMULATIONS,7676
SUPRACET TAB,EAST WEST PHARMA,7676
SYCET L TAB,SYSKEM PHARMOCRATS,7676
SYLEV 5MG TAB,SYNCON HEALTHCARE LTD,7676
TANCET L TAB,BIOCHEM PHARMACEUTICAL INDUSTRIES,7676
TECTRA 5MG TAB,DEMAX BIOTECH PVT LTD,7676
TECWEL 5MG TAB,SURAKSHA PHARMA,7676
TECZINE 5MG TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,7676
TECZINE INSTAB 5MG TAB,CROSS LANDS,7676
TECZINE 5MG CP 30S TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,7676
TECZAL 5MG TAB,ASOLEAR PHARMA PVT LTD,7676
ZOOMCET TAB,SIFCO PHARMA,7676
ZOTACET LV TAB,ZOTA HEALTH CARE LTD,7676
ZTRACET 5MG TAB,INNOVATIVE LIFE SCIENCES,7676
ZUCET TAB,GENERAL,7676
ZURI TAB,MINT PHARMACEUTICALS,7676
ZYCET L TAB,MONICHEM HEALTHCARE PVT LTD,7676
ZYLERA 5MG TAB,USV PVT LTD,7676
SUCET 5MG TAB,SENEN BIOTECH,7676
SUDOPAR 5MG TAB,PREVENTIVE PHARMA,7676
DOCLEV 5MG TAB,HEALTHDOC LABS,7676
DOMICIT L 5MG TAB,DESERVE LIFE SCIENCES,7676
DORCET L TAB,DORPHYLL HEALTHCARE,7676
DOSEVO 5MG TAB,DOSCHEMEN PHARMACEUTICALS,7676
DV MONT 5MG TAB,MEDIWELL LABORATORIES,7676
ECOTIR 5MG TAB,ECO LIFECARE PVT LTD,7676
EFICET 5MG TAB,APPLE BIOMEDICS LTD,7676
EFZIN 5MG TAB,ZOTA HEALTH CARE LTD,7676
EGOCET 5MG TAB,SWEADISH LIFE SCIENCE,7676
EKON XL MD 5MG TAB,BLUE CROSS LABORATORIES PVT LTD,7676
ELATE 5MG TAB,LUPIN LTD,7676
ELCET TAB,ELFIN DRUG S PVT LTD,7676
ELCET 5MG TAB,ELFIN PHARMA PVT LTD,7676
ELCE 5MG TAB,RANMARC LABS,7676
ELCIGE TAB,LEE PHARMA,7676
ELCITY 5MG TAB,BIOCIN HEALTH CARE,7676
ELCIHYST 5MG TAB,INDU DRUGS,7676
ELCISAN 5MG TAB,SANSILL FORMULATIONS,7676
ELC 5MG TAB,ESTRELLAS LIFESCIENCES,7676
AG 5MG TAB,AEON PHARMA,7676
AISLET 5MG TAB,AISLING PHARMA,7676
AKCET 5MG TAB,AKMED BIOTECH,7676
AKTICET L TAB,AKTIS PHARMA INDIA PVT LTD,7676
ALBICET 5MG TAB,ALBIA BIOCARE,7676
ALCARE L TAB,DEWCARE CONCEPT PVT LTD,7676
ALCET 5MG TAB,PRISM LIFE SCIENCES LTD,7676
ALCETRA 5MG TAB,SERVOCARE LIFESCIENCES,7676
ALCI 5MG TAB,BOMBAY TAB,7676
ALCIT 5MG TAB,ALIVE PHARMA,7676
ALCIZ 5MG TAB,BIOSYS MEDISCIENCES,7676
ALDAY ACTIV TAB,SH PHARMACEUTICALS PVT LTD,7676
ALDBEST 5MG TAB,VIDAKEM LIFESCIENCES PVT LTD,7676
ALDINE 5MG TAB,ABBOTT,7676
ALDUST L 5MG TAB,ORLIFE HEALTHCARE,7676
ALECET 5MG TAB,BIOCHEMIX HEALTHCARE PVT LTD,7676
ALENEV 5MG TAB,ALENCURE BIOTECH PVT LTD,7676
ALERTUS TAB,ICARUS HEALTH CARE PVT LTD,7676
ALERFIX 5MG TAB,ERIS LIFESCIENCES LTD,7676
ALERTRIZ TAB,CADILA PHARMACEUTICALS LTD,7676
ALERGIN L TAB,CIPLA,7676
ALERGID L TAB,ORTIN LABORATORIES LTD,7676
ALERCID 5MG TAB,ELIVIA LIFE SCIENCES,7676
ALERKAB TAB,LANCER HEALTHCARE,7676
ALERTIN 5MG TAB,LITAKA PHARMACEUTICALS LTD,7676
ALERCY 5MG TAB,BENNET PHARMACEUTICALS,7676
ALERBIT 5MG TAB,AMBIT BIOMEDIX,7676
ALER 5 MG TAB,SAFETECH FORMULATIONS,7676
ALERSAFE 5MG TAB,INNOVEXIA LIFE SCIENCES PVT LTD,7676
ALERZEN 5MG TAB,XAVIER PHARMACEUTICALS PVT LTD,7676
ALERGATE L TAB,INEX MEDICAMENTS PVT LTD,7676
ALERZILEVO 5MG TAB,ALOBIOTE HEALTHCARE,7676
ALERNO 5MG TAB,KAIROS HEALTHCARE,7676
ALERVO 5MG TAB,ARVINCARE HEALTHCARE,7676
ALERPIN 5MG TAB,PINARC LIFE SCIENCES,7676
ALEVA 5MG TAB,ARONEX LIFE SCIENCE,7676
ALEVICT 5MG TAB,ASPIRE REMEDIES,7676
ALEVAC 5MG TAB,PHARVAX BIOSCIENCES,7676
ALEVOZ 5MG TAB,AMBITION PHARMA PVT LTD,7676
ALEXT 5MG TAB,BIONEXT PHARMA DIVISION,7676
ALICARE 5MG TAB,TREATWELL PHARMA,7676
ALIDIL TAB,PIL,7676
ALIZET 5MG TAB,PARUL HEALTHCARE PVT LTD,7676
ALIZO 5MG TAB,INVOMED COTAB PVT LTD,7676
ALKICET 5MG TAB,VELOX BIOLOGICS,7676
ALLCET DC TAB,LAKSUN LIFESCIENCES,7676
ALLCET 5MG TAB,NOVUS LIFE SCIENCES PVT LTD,7676
ALLERCET L TAB,MICRO LABS LIMITED,7676
ALLERONE 5MG TAB,GLADSTONE PHARMA INDIA P LTD,7676
ALLERCALCIN L TAB,RETORT,7676
ALLEGONE 5MG TAB,AGRON REMEDIES,7676
ALLERDEST 5MG TAB,ABBOTT,7676
ALLERZINE L 5MG TAB,JENBURKT PHARMA,7676
ALLERTIN L TAB,WOMB LABORATORIES PVT LTD,7676
ALLERHIN L 5MG TAB,EMBIOTIC LABORATORIES,7676
ALLERMIN TAB,MINOL PHARMA,7676
ALLERBIT TAB,AMBIT BIOMEDIX,7676
ALLERMEC 5MG TAB,MEDIMECC SOLUTIONS PVT LTD,7676
ALLEZO 5MG TAB,NOVIQUE LIFESCIENCES,7676
ALLERSAN 5MG TAB,SANTO MEDI SCIENCES PVT LTD,7676
ALLERPOSE L TAB,SYTABZ MEDITECH PVT LTD,7676
ALLENZA 5MG TAB,STANMARK PHARMACEUTICALS,7676
ALLERWELL 5MG TAB,PHARMAROOF PHARMACEUTICALS,7676
ALLFIT 5MG TAB,ALLIAANCE BIOTECH,7676
ALLORD 5MG TAB,ALLEN DALE BIO SCIENCES,7676
ALLOCET 5MG TAB,MEDIREX LIFESCIENCES PVT LTD,7676
ALLRITE TAB,ZYDUS HEALTHCARE LTD,7676
ALL 3 5MG TAB,PENTAMARK ORGANICS,7676
ALMOST 5MG TAB,JIBOK PHARMA,7676
ALNACET TAB,ALNA BIOTECH PVT LTD,7676
ALNIL 5MG TAB,LOGOS PHARMA,7676
ALOCET 5MG TAB,VILBERRY HEALTHCARE PVT LTD,7676
ALTIN LE 5MG TAB,SYSMED LABORATORIES PVT LTD,7676
ALTICET 5MG TAB,ULTRA DRUGS PVT LTD,7676
ALTRIZ 5MG TAB,UNIROYAL BIOTECH,7676
ALVAXIA 5MG TAB,MEDIVAXIA PHARMA,7676
ALVERZOX 5MG TAB,ALARIC HEALTHCARE PVT LTD,7676
ALVINIR 5MG TAB,CELEBRITY BIOPHARMA LTD,7676
ALVICET 5MG TAB,DEWCARE CONCEPT PVT LTD,7676
ALVIRID 5MG TAB,KNOLL HEALTHCARE PVT LTD,7676
ALVIZINE 5MG TAB,BIOS LABS PVT LTD,7676
ALVOCET 5MG TAB,ALARIC HEALTHCARE PVT LTD,7676
ALZERO TAB,INDCHEMIE HEALTH SPECIALITIES,7676
ALZINE L TAB,ABARIS HEALTHCARE,7676
ALZIN 5MG TAB,XENO BIOTICS,7676
ALZ 5MG TAB,ATHENS LABS LTD,7676
AL 1 5MG TAB,FDC LIMITED,7676
AMBOLEV TAB,INTRA LIFE,7676
AMBOLEV 5MG TAB,INTRA LIFE,7676
AMILO 5MG TAB,AMEISONS PHARMA,7676
AMLELIFE 5MG TAB,UNI PEX PHARMA,7676
AMLERGIC 5MG TAB,AMBLE BIOTECH PVT LTD,7676
ANCER L TAB,BIOVITAMINS PVT LTD,7676
ANGLOCET L 5MG TAB,ANGLO FRENCH DRUGS AND INDUSTRIES LTD,7676
ANRIZ 5MG TAB,ENRICO PHARMA,7676
ANSHICET 5MG TAB,CUBIC LIFESCIENCES PVT LTD,7676
ANTICET 5MG TAB,SENSES PHARMACEUTICALS LTD,7676
C FRESH L 5MG TAB,SMART LABS,7676
DAYTIME 5MG TAB,KINDCARE PHARAMACEUTICALS,7676
DCZ 5MG TAB,SKINWELL REMEDIES,7676
DEALL 5MG TAB,GENESIS BIOTECH,7676
DEHIVE 5MG TAB,PROSAIC PHARMACEUTICALS PVT LTD,7676
DELOCET 5MG TAB,DELTOID PHARMA,7676
DELVO 5MG TAB,INJECTO CAPTA,7676
DERAMINE 5MG TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,7676
DERMAZINE MD 5MG TAB,OLCARE LABORATORIES PVT LTD,7676
DERMOCET 5MG TAB,SUNGRACE PHARMA,7676
DICET L TAB,ANHOX HEALTHCARE PVT LTD,7676
COLCET 5MG TAB,ROSSWELT LIFESCIENCES,7676
COLECET 5MG TAB,ZENLABS ETHICA LTD,7676
CONCET L TAB,AFFY PHARMA,7676
CONGY L TAB,TETRAMED BIOTEK PVT LTD,7676
CONIL 5MG TAB,SIFAM HEALTHCARE PVT LTD,7676
CORALEV 5MG TAB,JABS BIOTECH PVT LTD,7676
CORCET LV TAB,ZOTA HEALTH CARE LTD,7676
CORKAST 5MG TAB,LABCORP INDIA PVT LTD,7676
COVEL 5MG TAB,GLOWDERMA LAB PVT LTD,7676
COVIL 5MG TAB,BLUBELL PHARMA,7676
CRICET L 5MG TAB,ARION HEALTHCARE,7676
CRIZ 5MG TAB,ALKEM LABORATORIES LTD,7676
CROFICET L TAB,CROSSED FINGERSS ORGANIC PVT LTD,7676
CTZ L 5MG TAB,PSYCHOTROPICS INDIA LTD,7676
CT L 5MG TAB,AMPUS LIFE SCIENCES LTD,7676
CUCET 5MG TAB,ORIEL HEALTHCARE PVT LTD,7676
CUTICET 5MG TAB,REMEDIAL HEALTHCARE,7676
CUTILIV 5MG TAB,INTRA LIFE,7676
CUZIM 5MG TAB,VENISTRO BIOTECH,7676
CZINE 5MG TAB,VATICAN LIFE SCIENCES PVT LTD,7676
CZN-L TAB,ABYSS PHARMA,7676
APISET 5MG TAB,CURIN BIOTECH INDIA,7676
APLEV 5MG TAB,AJANTA PHARMA LTD,7676
ARCET 5MG TAB,REMEDY HEALTHCARE,7676
ARGELLA 5MG TAB,ROWAN BIOCEUTICALS PVT LTD,7676
ARILIV 5MG MD TAB,SARIAN HEALTHCARE,7676
ARILIV 5MG TAB,SARIAN HEALTHCARE,7676
ARKOCET 5MG TAB,MONARK BIOCARE PVT LTD,7676
ARLEV 5MG TAB,ROWLINGES LIFE SCIENCES,7676
ARLOCET TAB,ARCHIES LIFE SCIENCE,7676
ASTRIZINE 5MG TAB,UMANO HEALTHCARE PVT LTD,7676
ATCET LV 5MG TAB,ZOTA HEALTH CARE LTD,7676
ATHT L 5MG TAB,REDICINE LABORATORIES PVT LTD,7676
ATIMONT 5MG TAB,ATLINA LIFESCIENCES,7676
ATMOCETRYL L TAB,ALVIZIA HEALTHCARE,7676
AVICET 5MG TAB,AVAIL HEALTHCARE,7676
AXCET TAB,AURZ PHARMACEUTICALS PVT LTD,7676
AZAL 5MG TAB,BIOSS HEALTHCARE,7676
BALCET 5MG TAB,BALAMPHARMA PVT LTD,7676
BECET L 5MG TAB,BEWELL LABS PVT LTD,7676
BEECET LV 5MG TAB,BENNE VOLANCE PHARMA PVT LTD,7676
BELRIN LZ 5MG TAB,GLOBUS REMEDIES LTD,7676
BENAMONT 5MG TAB,SILHOS PHARMA LTD,7676
BENCET L TAB,BIONET INDIA PRIVATE LIMITED,7676
BESLZINE 5MG TAB,BONUM MEDELAE,7676
BIOCET L TAB,BIOGENETICA,7676
BIOCET TAB,HINDUSTAN BIOTECH,7676
BIOLEVO 5MG TAB,UNIBIOTICS PHARMA,7676
CERIZ 5MG TAB,DOT PHARMA,7676
CERIZ L 5MG TAB,ALKEM LABORATORIES LTD,7676
CERZIN L 5MG TAB,RANBAXY,7676
CETAZET L 5MG TAB,ZETA LIFESCIENCES,7676
CETALORE 5MG TAB,KLM LABORATORIES PVT LTD,7676
CETAX L TAB,DORLAND DRUGS AND PHARMACEUTICALS PVT LTD,7676
CETCIP L TAB,CIPLA,7676
CETCOR L TAB,CORONA REMEDIES PVT LTD,7676
CETCAP 5MG TAB,SYCAP PHARMA,7676
CETCON L TAB,MAGMA ALLIANZ LABS LTD,7676
CETCOD 5MG TAB,FARLEX PHARMA,7676
CETCHEM 5MG TAB,BROCHEM HEALTHCARE,7676
CETDIN 5MG TAB,AXODIN PHARMA,7676
CETFAST L TAB,ELDER PHARMACEUTICALS LTD,7676
CETFULL L TAB,NUCLEUS INC,7676
CETGO 5MG TAB,AINGO PHARMA,7676
CETHEXA 5MG TAB,SKYWELL HEALTHCARE PVT LTD,7676
CETHOL 5MG TAB,KENRIZ CARE,7676
CETIRITE L TAB,MHS PHARMACEUTICALS,7676
CETISFY L TAB,MESTRA PHARMA,7676
CETINIV 5MG TAB,ALBIA BIOCARE,7676
CETLIV 5MG TAB,DAKSH PHARMACEUTICALS,7676
CETLONG L 5MG TAB,RND LABORATORIES PVT LTD,7676
CETLEY 5MG TAB,ZODLEY PHARMA,7676
CETLE 5MG TAB,INSTANT REMEDIES PVT LTD,7676
CETLIEF 5MG TAB,BIOSHINE HEALTHCARE PVT LTD,7676
CETLEE 5MG TAB,AVENCIA BIOTECH,7676
CETMAG L TAB,GENERAL,7676
CETMAX L 5MG TAB,ALICON PHARMA,7676
CETMAP 5MG TAB,REDMAPLE GENETICS,7676
CETMINE 5MG TAB,BIOCHEMIX HEALTHCARE PVT LTD,7676
CETNEZ 5MG TAB,SITNEZ BIOCARE PVT LTD,7676
CETOZ L TAB,MARC LABORATORIES PVT LTD,7676
CETPHAR 5MG TAB,DOLPHAR PVT LTD,7676
CETQ L TAB,QUE PHARMA,7676
CETQUE 5MG TAB,FAVEO LIFE SCIENCES PVT LTD,7676
CETRILIV TAB,GENO PHARMA,7676
CETRIGA 5MG TAB,GAAMA PHARMA,7676
CETREZOL L TAB,EAST WEST PHARMA,7676
CETRIC 5MG TAB,CITRIC LABS,7676
CETRINA LV 5MG TAB,ZOTA HEALTH CARE LTD,7676
CETRAX LV TAB,ZOTA HEALTH CARE LTD,7676
CETRIVA L TAB,MEDIVA LIFECARE,7676
CETRIZEN 5MG TAB,DOCTRIS LIFE SCIENCES,7676
CETRES L TAB,ADHYA PHARMACEUTICALS PVT LTD,7676
CETRIZINE L TAB,KNOLL HEALTHCARE PVT LTD,7676
CETRIACE L TAB,WALLACE PHARMACEUTICALS PVT LTD,7676
CETRISET 5MG TAB,STENSA LIFE SCIENCES,7676
CETRITE 5MG TAB,MEDOPHARM,7676
CETRIVITA 5MG TAB,MEDVITA HEALTHCARE PVT LTD,7676
CETRIL 5MG TAB,HEALTH GUARD INDIA PVT LTD,7676
CETSAFE TAB,COXSWAIN HEALTH CARE,7676
CETUS L 5MG TAB,TUSKER PHARMA PVT LTD,7676
CETVIK LV 5MG TAB,ANVIK BIOTECH,7676
CETVIN 5MG TAB,VINTAS PHARMA,7676
CETWET TAB,CADELL HEALTHCARE PVT LTD,7676
CETWEL L 5MG TAB,WELABLE PHARMA,7676
CETZIME 5MG TAB,HEALING PHARMA,7676
CET L 5MG TAB,CUREX PHARMACEUTICALS PVT LTD,7676
CET FIVE 5MG TAB,MEDISYS BIOTECH,7676
CGCIT L TAB,CMG BIOTECH,7676
CIANLEVO TAB,OYSTER PHARMA PVT LTD,7676
CINTOR 5MG TAB,WALBERG PHARMA,7676
CISTIN L TAB,DR JOHNS LAB HEALTHCARE PVT LTD,7676
CITATUS 5MG TAB,ZEDAWN LIFESCIENCES PVT LTD,7676
CITIRON 5MG TAB,GETRON PHARMA,7676
CITLY 5MG TAB,DRUG FOR LIFE INDIA PVT LTD,7676
CITLED LV 5MG TAB,LEDERLE PHARMA,7676
CITREE 5MG TAB,XIEON LIFE SCIENCES PVT LTD,7676
CIZINE L TAB,ALPHA LABS,7676
CIZ LE 5MG TAB,AAMORB PHARMACEUTICALS PVT LTD,7676
CLEARGY 5MG TAB,CORPUS LIFESCIENCE PVT LTD,7676
CLEVER TAB,GENERAL,7676
1 AL 5MG TAB,FDC LIMITED,7676
3 ZINE L TAB,SUNNIVA LIFE SCIENCE,7676
5LOC 5MG TAB,MACRO BIO TECH AND MACRO LIFE SCIENCES,7676
5 RIZ TAB,ARLAK GROUP,7676
5 ZINE TAB,SOIGNER PHARMA,7676
AA 5MG TAB,BLAZE REMEDIES,7676
ABICET L 5MG TAB,ALPIC BIOTECH LTD,7676
ABLET 5MG TAB,ABS FORMULATION,7676
ACCIZINE DT 5MG TAB,ACCILEX NUTRICORP,7676
ACEFIL L 5MG TAB,NAATSON HEALTHCARE,7676
ACOLATE-L 5MG TAB,GUJARAT TERCE LABORATORIES,7676
ACROCET 5MG TAB,MEDONS INDIA,7676
ACTI LEVO 5MG TAB,PHSI SERVICE THAT SHAPES LIVES,7676
ACTOCET 5MG TAB,FITWEL PHARMA,7676
ACUCET 5MG TAB,ELISA BIOTECH PVT LTD,7676
ADELCET 5MG TAB,ZEE LABORATORIES LTD,7676
ADLEVO 5MG TAB,RBS PHARMA,7676
ADLIZ 5MG TAB,ADMAC PHARMA,7676
MINICET L TAB,BONSAI PHARMA,7676
MLEVO 5MG TAB,MATRIN PHARMA,7676
MOFLET TAB,SAIN MEDICAMENTS PVT LTD,7676
MONCET L TAB,ACINOM HEALTHCARE,7676
MONEV 5MG TAB,ARKMED PHARMA,7676
MONLEVO 5MG TAB,ACINOM HEALTHCARE,7676
MONTZIN 5MG TAB,OSTER REMEDIES,7676
MONTRI 5MG TAB,INDRUX HEALTHCARE PVT LTD,7676
MONTISPN 5MG TAB,SPENCURE BIOTECH PVT LTD,7676
MONTO L TAB,SARAN BIOTECH,7676
MONTALER 5MG TAB,ANEVAY PHARMACEUTICALS PVT LTS,7676
MONTELY 5MG TAB,SAFE U PHARMACEUTICALS,7676
MONTIHILL 5MG TAB,SCOTWIN HEALTHCARE PVT LTD,7676
MOVISTAR 5MG TAB,MANDEVIS PHARMACEUTICALS,7676
MOVOCET 5MG TAB,MATRIX PHARMA CHEM INDIA PVT LTD,7676
MUCOLAST 5MG TAB,EVITA HEALTHCARE,7676
MYCET L TAB,MILIMAX HEALTH CARE,7676
OPRUCET L TAB,OSWALD PHARMACEUTICALS PVT LTD,7676
ORCET 5MG TAB,ORLIFE HEALTHCARE,7676
ORCET L 5MG TAB,ORANGE RESEARCH LABS,7676
ORIEL 5MG TAB,INTAS PHARMACEUTICALS LTD,7676
ORILET 5MG TAB,ZEE LABORATORIES LTD,7676
ORPHUS 5MG TAB,OPTIDERMA SKIN CARE LLP,7676
OZYDYNE L TAB,ALLEVIATE THERAPEUTICS,7676
PAPOL PLUS TAB,NOTUS,7676
PARLEVO 5MG TAB,PARAS PHARMACEUTICALS LTD,7676
RB 1 5MG TAB,REGARDIA PHARMACEUTICALS,7676
RCET L TAB,NUMERA LIFE SCIENCES,7676
RECETRY 5MG TAB,RHOMBUS PHARMA PVT LTD,7676
RECET TAB,REGENT AJENTA BIOTECH,7676
REGCET 5MG TAB,REGULUS PHARMACEUTICALS,7676
REHIST 5MG TAB,MINT LIFE SCIENCES,7676
REKWIK 5MG TAB,AAVHANZR PHARMA,7676
RETZINE L 5MG TAB,S R PHARMACEUTICALS,7676
REZIN L 5MG TAB,CUROSIS HEALTHCARE,7676
RHICET 5MG TAB,HETERO HEALTHCARE LIMITED,7676
RHINOZA 5MG TAB,SALVEO LIFECARE,7676
RHINITE TAB,LIBRA DRUGS INDIA,7676
RHINOBEST 5MG TAB,AVONIC LIFESCIENCES,7676
RHISET L TAB,GARY PHARMA,7676
RIAL L TAB,GENERAL,7676
RINCET L 5MG TAB,PALSON DERMA PVT LTD,7676
RINCET LV TAB,ZOTA HEALTH CARE LTD,7676
RINOCET 5MG TAB,SOMATICO,7676
RISET 5MG TAB,ENMA PHARMACEUTICALS,7676
RIVOCET 5MG TAB,RISHAB HEALTHCARE,7676
RIVOTAIR 5MG TAB,PRECTOR LIFESCIENCES,7676
RIZY 5MG TAB,XIEON LIFE SCIENCES PVT LTD,7676
ROCET 5MG TAB,RF LIFE SCIENCE PVT LTD,7676
RONICET 5MG TAB,RONISH BIOCEUTICALS,7676
ROSIN 5MG TAB,ADLEY LAB,7676
PRIMOCET 5MG TAB,BIONOVA LIFESCIENCES,7676
PRIMECET 5MG TAB,IND SWIFT LIMITED,7676
PRINCET 5MG TAB,APIKOS PHARMA,7676
PROVENT 5MG TAB,ALCHEMIST LIFESCIENCES LTD,7676
PRUZIN 5MG TAB,CHS FORMULATIONS,7676
PULCEBRO 5MG TAB,EAST WEST PHARMA,7676
PURECET 5MG TAB,ALTIUS PHARMA,7676
QUALICET 5MG TAB,SYNERGY PHARMACEUTICALS,7676
RALCET L TAB,ASTRA LABS,7676
RALZINE 5MG TAB,RACE PHARMACEUTICALS P LTD,7676
RAPICET MD TAB,OLCARE LABORATORIES PVT LTD,7676
SETINMT 5MG TAB,INDICA LABORATORIES PVT LTD,7676
SETRIKAST 5MG TAB,ALPHA DRUGS,7676
SETZINE 5MG TAB,MACTER PHARMA,7676
SEZINE 5MG TAB,SERAPH LIFE SCIENCES,7676
SEZIN 5MG TAB,SAVIOUR HEALTH CARE PVT LTD,7676
SHOCET L TAB,CARE FORMULATIONS,7676
SIGCET 5MG TAB,SIGNOVA PHARMA,7676
SIMOZ L TAB,AARSH REMEDIES,7676
SIMOZINE L 5MG TAB,DIAL PHARMACEUTICALS ,7676
SINCET 5MG TAB,AMON BIOTECH,7676
SIOZINE 5MG TAB,SARVIT LIFE SCIENCES,7676
SIPLEVO 5MG TAB,SOUTH INDO PHARMACEUTICALS PVT LTD,7676
SIZLER 5MG TAB,NITRO ORGANICS PVT LTD,7676
SIZMAP 5MG TAB,UNIGROUPS PHARMA,7676
SKINSET LC TAB,SKIN GRACE PHARMA,7676
SKIN 5 MD TAB,SOLITAIRE PHARMACIA PVT LTD,7676
SKINSUN 5MG TAB,SUN EYE CARE PHARMACEUTICALS PVT LTD,7676
SLEVO 5MG TAB,SHRI SAI HEALTHCARE,7676
SMOCET 5MG TAB,SMOTEC PHARMACEUTICALS,7676
SNIB 5MG TAB,CENTURY LIFE SCIENCE,7676
SNIVELO 5MG TAB,SPICA LAB,7676
SOLZET 5MG TAB,AMERICAN BIOCARE,7676
SONOCET 5MG TAB,SONIKA LIFE SCIENCES,7676
SOOZINE 5MG TAB,MEDIMIND DRUGS AND CHEMICALS,7676
SPALC 5MG TAB,SEAGULL PHARMACEUTICLAS PVT LTD,7676
SPAZIN X TAB,MEDICHI BIOCARE,7676
SPENCET L TAB,SPENCHEM PHAMACEUTICAL,7676
SPINECET 5MG TAB,SPINE HEALTHCARE PVT LTD,7676
STALZINE 5MG TAB,STALLION LABORATORIES,7676
ROXCIT 5MG TAB,TEXAS PHARMA,7676
ROXCET L TAB,WONDER HEALTHCARE,7676
RUCIT L 5MG TAB,RUMIK LIFESCIENCES PVT LTD,7676
RYCET 5MG TAB,RYNEL CLIFTON PHARMA,7676
